calendar_period,hsbc_net,barclays_net,hsbc_minus_barclays,peer_informative
2025-FY,-0.040194034576416016,0.0,-0.040194034576416016,False
2025-H1,-0.12576009333133698,0.0,-0.12576009333133698,False
2025-H1q1,0.04908029599623247,0.06017441153526306,-0.011094115539030593,True
2025-Q3,-0.05893149701031772,0.0,-0.05893149701031772,False
2026-H1,-0.02867413508264642,-0.10720746006284441,0.078533324980198,True
2026-H1q1,0.056357589032914907,0.08616072684526443,-0.02980313781234953,True
